age,annual_income,loan_amount,loan_term_months,credit_score,existing_loans_count,debt_to_income_ratio,credit_utilization,missed_payments_last_12m,employment_years,employment_type,monthly_installment,installment_to_income_ratio,default
55,91166.23,8999.57,12,673.0,3,0.412,0.713,2,2.9,salaried,749.96,0.099,1
36,34496.95,7614.09,12,705.0,3,0.32,0.805,2,13.1,self_employed,634.51,0.221,0
61,152185.64,28271.49,24,456.0,2,0.878,0.531,1,17.9,self_employed,1177.98,0.093,1
56,51957.52,8370.35,48,721.0,0,0.617,0.126,0,25.6,self_employed,174.38,0.04,0
53,21113.11,10692.44,36,687.0,0,0.412,0.537,0,25.7,salaried,297.01,0.169,0
24,17459.71,24960.28,12,585.0,2,0.796,0.329,1,5.5,business_owner,2080.02,1.43,1
53,105859.75,19584.41,48,629.0,3,0.631,0.01,0,29.0,business_owner,408.01,0.046,1
34,85216.68,10940.8,60,668.0,3,0.592,0.615,0,19.2,salaried,182.35,0.026,1
41,149195.0,8783.36,24,336.0,1,0.669,0.854,2,19.8,salaried,365.97,0.029,1
40,49289.3,32187.94,12,537.0,3,0.678,0.711,0,26.7,business_owner,2682.33,0.653,0
28,47654.63,6837.51,12,755.0,1,0.469,0.224,0,9.6,self_employed,569.79,0.143,0
27,40483.13,11776.12,36,596.0,1,0.406,0.819,0,12.5,salaried,327.11,0.097,0
23,35272.36,5412.54,12,642.0,2,0.823,0.309,0,29.5,salaried,451.04,0.153,1
37,40287.04,27263.94,48,640.0,3,0.473,0.218,0,0.5,salaried,568.0,0.169,0
53,54651.49,10047.39,48,714.0,0,0.233,0.961,0,26.0,business_owner,209.32,0.046,0
32,32146.2,8779.94,48,613.0,0,0.493,0.017,0,25.3,salaried,182.92,0.068,0
42,21276.43,19870.62,60,621.0,0,0.079,0.168,1,7.9,self_employed,331.18,0.187,0
42,53100.32,5679.91,60,667.0,1,0.665,0.467,0,24.7,self_employed,94.67,0.021,0
50,31789.85,19559.74,12,726.0,4,0.158,0.167,0,9.9,salaried,1629.98,0.615,0
58,9703.88,10760.9,60,755.0,0,0.145,0.167,1,18.9,salaried,179.35,0.222,0
58,64620.29,6482.23,60,621.0,1,0.854,0.634,1,13.4,self_employed,108.04,0.02,0
28,28168.81,7374.93,36,606.0,6,0.707,0.819,1,3.0,salaried,204.86,0.087,1
47,68247.41,8861.58,60,637.0,1,0.402,0.662,0,26.9,self_employed,147.69,0.026,0
47,67435.31,10235.05,24,770.0,2,0.254,0.101,1,16.4,salaried,426.46,0.076,0
54,56488.65,6508.63,24,720.0,0,0.767,0.895,0,14.5,self_employed,271.19,0.058,0
41,170827.39,15941.96,24,607.0,2,0.873,0.923,0,26.4,salaried,664.25,0.047,1
50,45751.24,6407.13,12,505.0,2,0.482,0.281,1,9.8,salaried,533.93,0.14,1
53,42496.64,3232.23,48,750.0,2,0.543,0.553,0,17.1,business_owner,67.34,0.019,0
48,68998.24,42267.42,36,760.0,3,0.257,0.485,1,26.5,self_employed,1174.1,0.204,0
53,47680.43,15044.33,12,550.0,1,0.551,0.668,1,10.3,salaried,1253.69,0.316,1
25,87574.64,44609.18,48,610.0,1,0.391,0.978,0,23.8,business_owner,929.36,0.127,0
39,25993.38,7142.4,36,729.0,1,0.769,0.986,0,15.4,salaried,198.4,0.092,0
24,26210.43,17816.44,36,685.0,1,0.371,0.509,1,4.7,salaried,494.9,0.227,0
55,71890.88,22851.34,36,471.0,0,0.601,0.092,0,1.2,self_employed,634.76,0.106,0
37,27380.72,11925.0,24,548.0,1,0.223,0.334,0,21.8,salaried,496.88,0.218,0
64,66472.88,5615.75,24,702.0,0,0.127,0.414,0,7.9,self_employed,233.99,0.042,0
48,58982.82,11399.35,24,672.0,1,0.084,0.535,0,24.5,self_employed,474.97,0.097,0
50,34639.71,19454.59,36,710.0,0,0.403,0.96,1,5.7,salaried,540.41,0.187,0
49,58899.34,19014.03,36,720.0,0,0.189,0.262,1,17.0,business_owner,528.17,0.108,0
26,26441.86,13346.68,24,672.0,0,0.894,0.537,0,2.8,salaried,556.11,0.252,1
55,29734.11,22888.11,36,688.0,2,0.729,0.291,0,22.1,self_employed,635.78,0.257,0
61,43538.73,22248.99,24,599.0,0,0.639,0.919,0,23.0,salaried,927.04,0.256,0
57,50994.03,9757.58,24,660.0,2,0.733,0.99,0,27.5,business_owner,406.57,0.096,1
44,42115.9,5365.52,24,678.0,1,0.273,0.871,1,16.8,salaried,223.56,0.064,0
49,60873.79,14976.84,48,804.0,0,0.797,0.339,1,3.2,salaried,312.02,0.062,1
51,59529.85,8535.74,36,576.0,1,0.896,0.278,0,24.8,salaried,237.1,0.048,1
55,105312.08,14563.14,12,715.0,1,0.296,0.431,2,9.4,salaried,1213.6,0.138,0
53,46740.08,29951.0,24,640.0,3,0.887,0.748,0,27.0,salaried,1247.96,0.32,1
41,89079.25,17369.92,12,717.0,0,0.322,0.009,1,29.3,salaried,1447.49,0.195,0
52,77680.75,29078.47,48,639.0,1,0.06,0.995,1,4.0,self_employed,605.8,0.094,0
43,154351.64,7281.65,36,756.0,2,0.362,0.883,1,2.5,salaried,202.27,0.016,0
53,45998.82,25654.48,24,583.0,0,0.898,0.024,1,26.9,salaried,1068.94,0.279,0
23,39728.36,36532.54,24,663.0,2,0.59,0.382,0,27.0,salaried,1522.19,0.46,0
38,91935.92,13885.4,24,690.0,1,0.641,0.688,0,17.6,salaried,578.56,0.076,0
45,59439.62,53810.94,12,589.0,1,0.253,0.241,0,26.6,self_employed,4484.24,0.905,1
62,93044.17,7986.77,48,677.0,4,0.174,0.143,0,27.9,business_owner,166.39,0.021,1
51,70150.58,9106.1,36,741.0,1,0.803,0.629,0,16.7,business_owner,252.95,0.043,0
23,17096.33,19731.3,48,644.0,0,0.401,0.904,0,20.6,business_owner,411.07,0.289,0
60,59169.46,13803.53,24,718.0,0,0.053,0.956,0,18.4,salaried,575.15,0.117,0
44,57274.34,8554.87,48,589.0,0,0.3,0.01,1,5.2,salaried,178.23,0.037,0
52,52394.32,19369.65,12,551.0,1,0.216,0.874,2,13.1,business_owner,1614.14,0.37,1
42,45884.31,16536.49,60,713.0,0,0.563,0.561,2,20.4,salaried,275.61,0.072,0
43,22113.16,9397.83,60,600.0,3,0.693,0.238,2,18.3,salaried,156.63,0.085,1
22,75893.66,14964.42,36,499.0,0,0.473,0.617,0,6.5,self_employed,415.68,0.066,1
47,59093.97,21065.99,36,582.0,0,0.208,0.996,0,27.3,business_owner,585.17,0.119,0
62,85048.62,9273.58,48,771.0,1,0.099,0.276,1,23.5,salaried,193.2,0.027,0
22,22711.4,18218.58,36,745.0,1,0.317,0.277,1,2.1,self_employed,506.07,0.267,0
46,63168.89,7940.84,12,549.0,2,0.735,0.699,0,10.3,self_employed,661.74,0.126,1
37,43593.8,8916.92,24,518.0,2,0.407,0.043,0,29.9,self_employed,371.54,0.102,0
60,52674.88,26028.63,24,613.0,0,0.264,0.821,0,11.7,self_employed,1084.53,0.247,1
53,43845.18,19307.48,48,744.0,1,0.068,0.653,0,19.9,salaried,402.24,0.11,0
29,64331.45,4306.57,24,632.0,0,0.472,0.841,2,3.0,salaried,179.44,0.033,1
63,45186.94,10672.92,48,633.0,2,0.632,0.231,1,9.3,salaried,222.35,0.059,1
59,28970.77,17922.61,36,595.0,2,0.212,0.847,0,26.5,salaried,497.85,0.206,0
49,51185.56,14520.54,36,626.0,1,0.507,0.449,0,15.3,self_employed,403.35,0.095,0
62,44042.6,19359.19,12,726.0,0,0.408,0.133,0,24.8,self_employed,1613.27,0.44,0
46,47018.82,14322.53,24,658.0,0,0.648,0.901,0,0.2,salaried,596.77,0.152,0
55,9957.63,12338.03,12,632.0,2,0.782,0.705,0,20.0,salaried,1028.17,1.239,1
45,68962.49,12113.83,60,709.0,2,0.311,0.168,0,9.0,business_owner,201.9,0.035,0
44,41884.38,25711.86,12,656.0,1,0.819,0.247,0,25.8,self_employed,2142.66,0.614,0
33,24982.31,20271.35,48,736.0,3,0.651,0.269,0,28.3,self_employed,422.32,0.203,0
27,77752.17,17031.95,48,589.0,2,0.082,0.963,0,20.6,salaried,354.83,0.055,1
56,67385.35,14091.12,12,674.0,0,0.723,0.886,0,4.4,salaried,1174.26,0.209,0
40,41620.16,9611.43,36,730.0,1,0.47,0.346,0,14.0,salaried,266.98,0.077,0
21,27554.34,11113.85,60,790.0,1,0.854,0.467,0,13.9,self_employed,185.23,0.081,0
28,53584.51,25306.15,12,552.0,3,0.325,0.285,1,24.9,salaried,2108.85,0.472,0
36,52132.98,23915.96,36,634.0,3,0.553,0.743,0,13.8,self_employed,664.33,0.153,1
34,77821.04,9053.05,12,532.0,2,0.863,0.161,1,10.0,self_employed,754.42,0.116,1
32,39266.71,14185.16,24,563.0,0,0.28,0.339,0,18.3,salaried,591.05,0.181,1
43,89095.23,18017.17,48,652.0,0,0.451,0.606,1,19.4,business_owner,375.36,0.051,1
35,37416.74,17325.08,24,468.0,2,0.69,0.877,0,24.3,salaried,721.88,0.232,1
48,25011.33,17245.21,24,688.0,1,0.637,0.636,0,27.0,salaried,718.55,0.345,0
54,27829.69,6855.15,60,700.0,2,0.763,0.94,0,26.7,self_employed,114.25,0.049,0
22,47514.69,6615.1,36,643.0,0,0.492,0.931,0,18.8,self_employed,183.75,0.046,0
52,47441.03,26960.2,48,574.0,4,0.321,0.718,0,15.7,salaried,561.67,0.142,1
43,57753.0,33038.05,24,628.0,3,0.505,0.279,1,24.0,self_employed,1376.59,0.286,0
42,46855.0,5492.22,48,840.0,1,0.347,0.683,0,9.2,salaried,114.42,0.029,0
45,79910.24,13139.05,36,603.0,1,0.2,0.193,0,22.7,salaried,364.97,0.055,0
42,43021.4,21773.1,12,579.0,1,0.522,0.333,0,15.2,business_owner,1814.42,0.506,0
42,18067.35,3560.77,24,442.0,1,0.091,0.758,0,3.7,salaried,148.37,0.099,1
62,46140.74,7016.34,36,744.0,1,0.081,0.851,0,22.6,business_owner,194.9,0.051,0
26,17972.73,12640.76,48,538.0,1,0.105,0.417,1,19.5,salaried,263.35,0.176,0
35,56145.14,9336.22,36,658.0,2,0.622,0.523,0,2.5,business_owner,259.34,0.055,0
63,83166.22,15145.91,12,840.0,2,0.396,0.386,0,13.5,salaried,1262.16,0.182,0
57,29938.12,32282.78,36,683.0,1,0.47,0.479,1,14.6,salaried,896.74,0.359,0
53,99635.95,8009.0,48,682.0,0,0.342,0.512,1,19.6,salaried,166.85,0.02,0
28,74713.47,13768.85,24,621.0,2,0.266,0.692,1,20.4,business_owner,573.7,0.092,0
64,89611.6,10863.05,24,678.0,0,0.355,0.751,0,5.7,salaried,452.63,0.061,0
64,53894.4,14498.77,60,657.0,0,0.214,0.975,1,1.0,salaried,241.65,0.054,0
25,29840.37,13406.3,48,699.0,0,0.627,0.438,0,23.8,self_employed,279.3,0.112,0
59,72432.31,65011.47,60,433.0,1,0.136,0.083,0,29.4,salaried,1083.52,0.18,0
24,35871.54,32654.78,60,684.0,0,0.489,0.688,0,28.2,salaried,544.25,0.182,1
26,51997.05,5174.19,12,689.0,2,0.455,0.498,0,15.0,salaried,431.18,0.1,0
52,44995.8,7784.73,48,879.0,0,0.307,0.841,0,15.9,self_employed,162.18,0.043,0
50,86021.1,8377.34,24,650.0,0,0.137,0.147,1,27.9,self_employed,349.06,0.049,0
55,70626.7,6370.51,48,670.0,0,0.648,0.645,1,16.3,salaried,132.72,0.023,0
60,47085.35,5878.06,12,686.0,4,0.534,0.459,1,8.3,salaried,489.84,0.125,0
36,18475.42,12003.82,48,688.0,2,0.738,0.419,0,20.3,salaried,250.08,0.162,1
33,35681.45,8571.41,48,539.0,1,0.25,0.565,0,14.3,salaried,178.57,0.06,0
62,69710.84,7828.48,60,724.0,1,0.723,0.684,1,23.6,salaried,130.47,0.022,0
50,56390.45,44904.1,48,567.0,1,0.298,0.851,0,23.5,salaried,935.5,0.199,0
39,23118.51,8932.7,60,687.0,0,0.146,0.235,0,28.1,self_employed,148.88,0.077,0
37,19864.83,10240.43,60,573.0,1,0.165,0.293,0,4.1,self_employed,170.67,0.103,0
39,54054.85,20845.09,36,630.0,2,0.238,0.549,0,15.6,self_employed,579.03,0.129,0
48,28896.37,10219.81,12,608.0,1,0.63,0.347,0,23.6,self_employed,851.65,0.354,0
46,30321.18,6638.2,60,628.0,2,0.257,0.568,0,13.0,salaried,110.64,0.044,0
57,68617.57,11444.18,48,643.0,1,0.563,0.2,1,18.8,salaried,238.42,0.042,0
46,89421.77,44588.89,60,684.0,1,0.268,0.308,0,24.5,salaried,743.15,0.1,0
43,33679.65,10007.95,60,641.0,1,0.36,0.325,1,14.2,business_owner,166.8,0.059,0
29,47935.89,7730.59,60,729.0,0,0.806,0.992,1,12.2,salaried,128.84,0.032,0
32,47234.35,17190.95,24,602.0,2,0.475,0.854,0,5.4,business_owner,716.29,0.182,1
21,45156.88,11119.45,24,689.0,0,0.56,0.838,0,24.7,self_employed,463.31,0.123,0
21,50026.05,69105.98,24,575.0,0,0.211,0.514,0,23.9,self_employed,2879.42,0.691,0
54,71556.99,8332.03,24,810.0,0,0.162,0.467,0,22.3,self_employed,347.17,0.058,0
52,34997.71,37806.58,36,689.0,0,0.401,0.07,2,11.8,salaried,1050.18,0.36,0
45,22864.97,26850.34,60,587.0,1,0.777,0.197,1,17.5,business_owner,447.51,0.235,0
60,114119.9,10627.42,36,806.0,1,0.255,0.895,0,3.7,business_owner,295.21,0.031,0
21,84517.25,13331.58,48,697.0,0,0.578,0.526,1,9.6,business_owner,277.74,0.039,0
36,28231.14,7201.7,12,588.0,0,0.791,0.987,1,13.1,salaried,600.14,0.255,1
59,52460.51,9671.47,36,638.0,0,0.844,0.592,1,1.3,self_employed,268.65,0.061,0
25,81255.28,10582.24,24,548.0,0,0.895,0.377,0,3.1,salaried,440.93,0.065,1
42,71290.76,14686.91,24,548.0,2,0.699,0.274,2,24.9,self_employed,611.95,0.103,1
49,61759.72,5723.82,48,759.0,1,0.114,0.918,1,29.1,salaried,119.25,0.023,0
23,45021.1,16105.09,60,569.0,0,0.791,0.371,1,9.7,business_owner,268.42,0.072,1
32,116267.86,12240.18,12,530.0,3,0.803,0.146,0,3.2,salaried,1020.02,0.105,1
46,54744.35,16964.27,36,707.0,4,0.524,0.278,1,28.1,self_employed,471.23,0.103,0
36,37892.95,18552.95,60,799.0,2,0.107,0.646,2,27.4,salaried,309.22,0.098,0
57,75776.07,11666.06,60,754.0,1,0.455,0.133,2,19.6,self_employed,194.43,0.031,0
42,51432.69,17906.49,36,856.0,3,0.229,0.092,1,10.2,salaried,497.4,0.116,0
49,58389.94,12678.9,36,868.0,1,0.426,0.458,0,3.4,self_employed,352.19,0.072,0
34,54261.74,20870.33,36,569.0,2,0.666,0.084,2,28.2,salaried,579.73,0.128,1
48,62842.56,16150.0,36,622.0,1,0.617,0.393,1,27.6,self_employed,448.61,0.086,0
25,30054.63,14892.68,24,509.0,1,0.713,0.323,0,22.3,salaried,620.53,0.248,1
50,23728.85,12563.27,60,545.0,0,0.455,0.391,0,28.0,self_employed,209.39,0.106,0
25,100414.95,29070.8,60,747.0,0,0.484,0.488,0,4.2,business_owner,484.51,0.058,0
32,55536.31,17036.46,24,675.0,3,0.845,0.185,2,3.3,business_owner,709.85,0.153,0
36,72072.2,6045.82,60,781.0,3,0.587,0.442,0,5.8,salaried,100.76,0.017,0
46,20335.44,10065.1,36,572.0,0,0.685,0.362,0,6.5,self_employed,279.59,0.165,0
46,83561.78,11647.53,12,601.0,2,0.615,0.795,0,24.8,salaried,970.63,0.139,1
41,37769.5,13350.73,60,703.0,1,0.594,0.695,1,27.7,business_owner,222.51,0.071,0
59,32757.62,14854.0,12,745.0,2,0.827,0.873,0,6.5,salaried,1237.83,0.453,0
56,47491.85,7581.53,12,503.0,1,0.353,0.669,1,13.9,salaried,631.79,0.16,0
53,30061.78,12825.64,24,628.0,0,0.414,0.121,1,13.6,salaried,534.4,0.213,0
50,48978.37,11064.83,48,686.0,0,0.373,0.507,0,5.3,salaried,230.52,0.056,0
57,45790.45,25612.78,60,720.0,0,0.7,0.742,0,25.6,salaried,426.88,0.112,0
43,83299.51,7353.66,24,738.0,0,0.788,0.842,2,15.7,salaried,306.4,0.044,1
30,104471.78,13221.15,24,643.0,1,0.354,0.181,1,17.0,salaried,550.88,0.063,0
25,102822.34,8855.28,12,539.0,1,0.171,0.224,0,7.8,self_employed,737.94,0.086,0
56,15799.64,40855.53,60,477.0,0,0.47,0.862,0,16.8,business_owner,680.93,0.517,1
54,30712.24,28394.99,24,634.0,3,0.887,0.485,0,23.8,salaried,1183.12,0.462,0
51,15717.92,4986.98,36,624.0,2,0.223,0.452,1,9.1,salaried,138.53,0.106,0
30,26990.19,8285.58,24,578.0,1,0.434,0.494,2,3.4,salaried,345.23,0.153,1
39,35427.4,22528.89,36,730.0,1,0.281,0.173,0,17.5,salaried,625.8,0.212,0
52,60191.16,17577.41,48,547.0,1,0.834,0.628,1,19.1,salaried,366.2,0.073,1
21,37798.83,17249.86,36,590.0,4,0.518,0.808,1,6.1,salaried,479.16,0.152,1
25,38329.11,14980.6,36,755.0,2,0.542,0.837,0,7.4,salaried,416.13,0.13,0
24,53684.65,23640.58,12,580.0,1,0.057,0.03,0,4.6,salaried,1970.05,0.44,0
36,20854.92,21345.28,24,679.0,2,0.605,0.715,0,27.6,salaried,889.39,0.512,0
44,32231.63,11222.39,48,649.0,1,0.31,0.091,0,6.4,salaried,233.8,0.087,0
36,38109.61,6505.77,24,672.0,1,0.486,0.967,1,0.3,salaried,271.07,0.085,0
22,44302.62,4846.25,36,729.0,1,0.501,0.482,0,25.2,salaried,134.62,0.036,0
48,50943.73,12554.28,36,679.0,2,0.553,0.775,0,24.1,salaried,348.73,0.082,0
52,103810.76,4429.58,24,525.0,3,0.75,0.622,1,13.7,self_employed,184.57,0.021,1
47,77201.03,15531.07,48,540.0,0,0.304,0.952,1,23.9,salaried,323.56,0.05,0
40,33367.74,11105.34,48,677.0,0,0.268,0.974,1,13.5,salaried,231.36,0.083,0
44,43016.35,42887.97,12,567.0,1,0.726,0.279,1,6.7,salaried,3574.0,0.997,1
32,41576.09,16413.8,36,736.0,3,0.661,0.483,1,12.8,salaried,455.94,0.132,0
55,37908.24,13127.5,36,678.0,0,0.242,0.504,0,14.6,self_employed,364.65,0.115,0
53,56176.73,5065.96,12,496.0,1,0.051,0.178,2,0.3,salaried,422.16,0.09,1
53,19343.47,6264.21,24,820.0,1,0.616,0.904,1,3.4,salaried,261.01,0.162,0
63,76142.14,20106.78,36,617.0,4,0.184,0.35,0,26.2,self_employed,558.52,0.088,0
57,114322.12,11071.64,24,631.0,0,0.863,0.087,0,11.8,salaried,461.32,0.048,0
32,42833.67,61158.58,48,688.0,0,0.564,0.155,0,9.9,salaried,1274.14,0.357,0
23,42417.56,12710.32,60,642.0,0,0.772,0.513,0,26.7,self_employed,211.84,0.06,0
21,53025.18,14784.78,12,737.0,2,0.735,0.882,0,4.6,self_employed,1232.06,0.279,0
53,81608.85,6062.4,36,558.0,5,0.524,0.628,1,6.5,self_employed,168.4,0.025,1
60,41683.19,23587.19,12,753.0,2,0.423,0.215,1,24.8,salaried,1965.6,0.566,0
30,78195.91,7666.13,48,711.0,0,0.472,0.297,1,8.4,salaried,159.71,0.025,0
63,62582.9,18299.83,48,580.0,1,0.733,0.976,1,19.0,salaried,381.25,0.073,1
64,159660.62,21743.63,48,673.0,2,0.594,0.053,0,22.2,salaried,452.99,0.034,0
49,41592.24,14144.99,48,759.0,0,0.225,0.994,0,6.7,self_employed,294.69,0.085,0
33,18251.45,38337.45,60,697.0,1,0.568,0.906,1,7.6,self_employed,638.96,0.42,0
32,23945.37,9261.1,24,663.0,0,0.394,0.678,0,15.5,salaried,385.88,0.193,0
51,49314.04,36509.37,24,706.0,1,0.102,0.943,1,23.8,salaried,1521.22,0.37,0
22,81956.27,6231.87,60,714.0,1,0.374,0.152,0,16.6,salaried,103.86,0.015,0
55,35374.46,21577.73,24,604.0,3,0.243,0.943,0,2.0,salaried,899.07,0.305,1
43,43675.12,12265.58,48,664.0,1,0.763,0.213,1,10.5,self_employed,255.53,0.07,0
37,69038.62,8735.24,24,726.0,1,0.139,0.546,0,9.9,business_owner,363.97,0.063,0
46,30254.0,4930.68,12,662.0,1,0.357,0.489,0,24.2,business_owner,410.89,0.163,0
28,36111.45,11425.45,24,585.0,1,0.641,0.512,0,8.7,self_employed,476.06,0.158,0
49,27340.84,11000.66,12,675.0,0,0.813,0.267,0,27.0,self_employed,916.72,0.402,0
46,88354.64,14820.16,36,615.0,4,0.335,0.781,0,10.0,salaried,411.67,0.056,1
30,105962.06,20637.99,12,702.0,1,0.565,0.743,0,5.8,self_employed,1719.83,0.195,0
46,22254.34,8224.89,12,778.0,0,0.368,0.954,1,16.2,salaried,685.41,0.37,0
54,45656.77,38367.29,48,711.0,0,0.222,0.507,0,11.6,salaried,799.32,0.21,0
61,99074.71,9670.92,48,576.0,1,0.327,0.548,0,19.4,salaried,201.48,0.024,1
27,59835.09,19174.11,48,677.0,1,0.591,0.903,0,27.5,salaried,399.46,0.08,0
24,38383.4,14102.4,12,418.0,0,0.659,0.919,0,28.2,salaried,1175.2,0.367,1
31,22627.45,11858.19,60,641.0,1,0.365,0.65,0,6.8,self_employed,197.64,0.105,0
49,87244.72,13684.71,48,735.0,2,0.18,0.82,0,4.9,self_employed,285.1,0.039,0
56,58703.67,7599.42,48,686.0,2,0.169,0.505,0,28.2,salaried,158.32,0.032,0
45,23470.67,10587.83,12,660.0,2,0.741,0.388,1,24.4,self_employed,882.32,0.451,0
41,88871.39,5979.83,36,842.0,0,0.605,0.864,0,7.9,salaried,166.11,0.022,0
56,22022.02,9608.83,36,497.0,1,0.669,0.777,0,24.1,salaried,266.91,0.145,1
30,43903.83,10097.06,24,517.0,1,0.465,0.242,1,22.2,salaried,420.71,0.115,1
57,42945.74,22184.14,36,693.0,1,0.439,0.048,0,7.6,salaried,616.23,0.172,0
29,110105.1,10947.26,48,731.0,0,0.229,0.566,1,27.2,salaried,228.07,0.025,0
44,43022.43,10210.29,60,734.0,1,0.193,0.842,2,9.7,self_employed,170.17,0.047,1
55,42945.14,15245.26,24,598.0,4,0.181,0.247,1,14.4,business_owner,635.22,0.177,0
55,24796.58,14890.99,60,574.0,0,0.893,0.767,0,18.3,salaried,248.18,0.12,1
56,35589.33,9371.0,60,561.0,2,0.748,0.414,0,5.7,self_employed,156.18,0.053,0
38,32576.69,16924.83,48,679.0,0,0.582,0.336,0,18.3,salaried,352.6,0.13,0
59,33436.01,12001.8,12,562.0,1,0.232,0.173,0,21.2,salaried,1000.15,0.359,0
52,49175.08,9361.89,12,750.0,0,0.337,0.934,0,3.0,self_employed,780.16,0.19,0
44,14514.62,9924.01,12,648.0,1,0.348,0.226,0,11.4,salaried,827.0,0.684,0
43,23037.64,23614.36,36,587.0,0,0.456,0.279,0,18.4,salaried,655.95,0.342,0
52,46373.83,10104.57,12,587.0,2,0.409,0.331,2,27.8,salaried,842.05,0.218,1
57,52084.74,15625.75,48,512.0,1,0.844,0.285,0,26.7,salaried,325.54,0.075,0
32,43620.55,6189.19,36,579.0,1,0.663,0.163,1,5.1,salaried,171.92,0.047,1
33,48031.04,26086.76,12,600.0,0,0.119,0.354,0,18.3,self_employed,2173.9,0.543,0
43,39952.31,9416.36,60,687.0,3,0.356,0.472,0,2.9,business_owner,156.94,0.047,1
45,48569.34,16986.49,48,641.0,1,0.163,0.552,0,8.8,self_employed,353.89,0.087,0
55,60905.03,11488.01,48,573.0,3,0.287,0.156,0,17.9,salaried,239.33,0.047,0
61,60691.98,16870.14,24,540.0,2,0.865,0.779,1,2.4,salaried,702.92,0.139,1
50,34735.61,17432.02,48,629.0,3,0.649,0.312,1,26.7,salaried,363.17,0.125,1
37,77462.36,12249.03,60,465.0,0,0.057,0.918,1,24.9,salaried,204.15,0.032,0
40,53026.89,4360.85,48,621.0,2,0.33,0.33,0,14.2,business_owner,90.85,0.021,0
45,90772.08,25709.33,24,750.0,1,0.423,0.863,0,14.8,salaried,1071.22,0.142,0
42,100351.69,12284.07,48,632.0,4,0.562,0.353,2,26.4,salaried,255.92,0.031,1
33,23828.48,16660.63,48,664.0,1,0.475,0.506,0,1.5,salaried,347.1,0.175,0
39,31903.99,20232.21,24,653.0,0,0.109,0.372,2,4.3,business_owner,843.01,0.317,0
56,73627.51,10154.74,48,525.0,0,0.488,0.387,0,9.2,salaried,211.56,0.034,0
32,21323.26,18220.11,36,808.0,1,0.161,0.619,0,10.9,salaried,506.11,0.285,0
61,99716.7,8530.8,48,613.0,3,0.491,0.693,0,29.6,salaried,177.72,0.021,0
39,41276.92,16857.07,12,650.0,5,0.259,0.87,0,4.4,business_owner,1404.76,0.408,1
32,65350.25,13518.6,12,591.0,2,0.173,0.569,0,9.1,self_employed,1126.55,0.207,1
29,46249.44,10368.24,36,752.0,1,0.295,0.217,0,24.8,salaried,288.01,0.075,0
27,24435.82,13741.77,48,519.0,2,0.135,0.99,0,23.5,self_employed,286.29,0.141,0
48,83097.7,7093.14,60,767.0,3,0.291,0.684,2,19.6,self_employed,118.22,0.017,0
34,193951.13,16081.49,48,623.0,4,0.787,0.375,0,9.9,self_employed,335.03,0.021,0
51,37892.02,17114.7,12,602.0,2,0.311,0.968,0,3.5,business_owner,1426.22,0.452,1
39,41723.54,16438.54,24,594.0,1,0.45,0.958,1,29.5,salaried,684.94,0.197,0
36,13035.74,32902.45,36,813.0,0,0.492,0.08,0,7.5,business_owner,913.96,0.841,0
25,96350.85,12619.72,24,506.0,1,0.202,0.02,0,25.3,business_owner,525.82,0.065,0
55,77333.51,13151.96,60,602.0,3,0.426,0.044,0,26.9,salaried,219.2,0.034,0
32,20605.39,6619.92,48,534.0,4,0.775,0.685,0,13.2,salaried,137.92,0.08,1
45,17458.07,34319.94,60,487.0,1,0.118,0.711,0,25.5,salaried,572.0,0.393,0
41,18497.38,5437.71,24,767.0,2,0.834,0.724,1,8.4,salaried,226.57,0.147,0
56,67682.61,15323.43,48,648.0,0,0.79,0.63,0,26.7,self_employed,319.24,0.057,0
43,71146.45,9238.47,60,546.0,0,0.777,0.285,0,19.1,self_employed,153.97,0.026,0
36,30894.49,13868.7,12,725.0,1,0.219,0.167,0,5.8,self_employed,1155.73,0.449,0
59,62920.67,6094.64,12,614.0,2,0.462,0.928,0,23.6,business_owner,507.89,0.097,1
62,53073.79,22811.0,36,592.0,1,0.574,0.913,0,27.4,business_owner,633.64,0.143,0
59,40797.05,7531.82,12,702.0,2,0.135,0.242,0,17.1,salaried,627.65,0.185,0
34,79626.2,26896.51,12,612.0,0,0.523,0.168,1,22.8,salaried,2241.38,0.338,1
51,26836.88,7657.45,24,563.0,0,0.764,0.375,0,23.8,self_employed,319.06,0.143,1
25,87009.24,23983.65,12,713.0,3,0.846,0.048,1,23.6,salaried,1998.64,0.276,0
55,34055.24,8114.61,12,637.0,2,0.287,0.162,1,13.6,self_employed,676.22,0.238,0
43,119463.76,9239.42,24,717.0,1,0.295,0.38,0,22.2,business_owner,384.98,0.039,0
49,29653.84,13344.94,12,614.0,2,0.28,0.239,0,16.5,salaried,1112.08,0.45,0
63,41118.52,8032.44,12,742.0,0,0.18,0.737,1,12.4,salaried,669.37,0.195,0
31,50478.03,7891.76,36,651.0,4,0.416,0.905,0,5.0,self_employed,219.22,0.052,0
38,50320.07,8088.47,12,745.0,2,0.717,0.909,1,27.3,salaried,674.04,0.161,0
32,62655.97,16176.48,12,742.0,0,0.655,0.604,3,12.4,salaried,1348.04,0.258,0
29,25774.96,13356.13,36,761.0,2,0.815,0.703,0,7.2,salaried,371.0,0.173,1
30,48114.74,13788.34,24,656.0,3,0.352,0.494,0,7.3,salaried,574.51,0.143,0
